CustomerID,first_date,last_date,T,frequency,recency,Sales,avg_freq,sleeping
12572,2011-10-19,2011-12-01,51,1,43,1020.4200000000003,43.0,8
12573,2011-04-26,2011-04-26,227,0,0,160.54000000000002,0.0,227
12574,2011-01-28,2011-01-28,315,0,0,218.45000000000002,0.0,315
12576,2011-02-08,2011-11-04,304,4,269,1315.8299999999997,67.0,35
12577,2010-12-15,2011-11-04,359,1,324,657.8000000000003,324.0,35
12578,2011-01-13,2011-11-18,330,1,309,2794.5099999999993,309.0,21
12579,2011-09-22,2011-09-22,78,0,0,440.41999999999996,0.0,78
12580,2011-04-07,2011-04-07,246,0,0,415.7,0.0,246
12581,2011-10-31,2011-10-31,39,0,0,197.70999999999998,0.0,39
12582,2011-02-24,2011-04-15,288,1,50,511.3599999999999,50.0,238
12583,2010-12-01,2011-12-07,373,14,371,7281.379999999993,26.0,2
12584,2011-03-04,2011-12-06,280,8,277,2338.1499999999996,35.0,3
12585,2010-12-23,2011-04-19,351,1,117,2040.099999999999,117.0,234
12586,2011-11-22,2011-11-22,17,0,0,196.94,0.0,17
12587,2011-12-02,2011-12-02,7,0,0,144.0,0.0,7
12588,2011-10-31,2011-10-31,39,0,0,214.9,0.0,39
12589,2011-07-18,2011-11-11,144,1,116,646.6800000000001,116.0,28
12590,2011-05-12,2011-05-12,211,0,0,9864.260000000004,0.0,211
12591,2011-01-26,2011-01-26,317,0,0,452.8499999999999,0.0,317
12592,2011-05-10,2011-09-08,213,1,121,437.59999999999997,121.0,92
12593,2011-05-05,2011-08-23,218,2,110,418.1,55.0,108
12594,2011-01-21,2011-11-02,322,8,285,3338.2199999999984,36.0,37
12596,2011-04-11,2011-10-19,242,1,191,618.27,191.0,51
12597,2011-03-16,2011-11-20,268,3,249,3811.2200000000016,83.0,19
12598,2011-02-28,2011-11-30,284,6,275,3023.079999999999,46.0,9
12599,2011-02-08,2011-11-10,304,6,275,1032.5800000000006,46.0,29
12600,2010-12-03,2011-11-11,371,9,343,2599.0400000000004,38.0,28
12601,2011-01-11,2011-06-03,332,4,143,577.0600000000001,36.0,189
12602,2011-10-12,2011-10-12,58,0,0,153.12000000000003,0.0,58
12603,2011-11-18,2011-11-18,21,0,0,739.1999999999998,0.0,21
12604,2011-03-23,2011-09-21,261,1,182,254.17999999999995,182.0,79
12607,2011-10-10,2011-10-10,60,0,0,1579.51,0.0,60
12609,2011-01-25,2011-09-22,318,2,240,1126.8500000000001,120.0,78
12610,2011-08-05,2011-11-17,126,4,104,2099.540000000001,26.0,22
12611,2011-10-18,2011-10-18,52,0,0,1193.32,0.0,52
12612,2011-09-26,2011-09-26,74,0,0,704.04,0.0,74
12613,2011-03-22,2011-10-13,262,2,205,3344.3799999999983,102.0,57
12614,2011-03-07,2011-03-07,277,0,0,315.59999999999997,0.0,277
12615,2011-06-24,2011-12-07,168,3,166,2291.1900000000005,55.0,2
12616,2011-02-15,2011-09-05,297,1,202,713.3,202.0,95
12617,2011-11-10,2011-11-10,29,0,0,355.5300000000002,0.0,29
12618,2011-11-18,2011-11-18,21,0,0,177.31,0.0,21
12619,2011-03-31,2011-11-23,253,8,237,3641.2400000000002,30.0,16
12620,2011-05-19,2011-11-25,204,2,190,1339.4099999999999,95.0,14
12621,2010-12-09,2011-12-08,365,16,364,13689.67,23.0,1
12622,2011-04-21,2011-04-21,232,0,0,180.10000000000002,0.0,232
12623,2011-03-08,2011-03-08,276,0,0,305.1,0.0,276
12624,2011-06-15,2011-08-25,177,1,71,641.1300000000001,71.0,106
12625,2011-01-24,2011-05-12,319,1,108,2683.8199999999997,108.0,211
12626,2011-01-17,2011-11-16,326,8,303,6620.479999999998,38.0,23
12627,2011-07-22,2011-11-29,140,6,130,4478.53,22.0,10
12628,2011-10-06,2011-12-05,64,2,60,786.4599999999998,30.0,4
12630,2011-10-27,2011-11-30,43,1,34,1270.8799999999999,34.0,9
12631,2011-10-13,2011-10-13,57,0,0,640.5000000000002,0.0,57
12633,2011-02-25,2011-10-12,287,3,229,2163.9799999999996,76.0,58
12635,2011-07-08,2011-09-11,154,1,65,1689.1800000000003,65.0,89
12637,2011-01-20,2011-10-03,323,6,256,6021.900000000001,43.0,67
12638,2011-11-06,2011-11-06,33,0,0,671.69,0.0,33
12639,2011-04-15,2011-04-15,238,0,0,486.1000000000001,0.0,238
12640,2011-09-19,2011-11-16,81,2,58,1174.58,29.0,23
12641,2011-08-16,2011-08-16,115,0,0,185.9,0.0,115
12642,2011-08-24,2011-11-14,107,2,82,1013.26,41.0,25
12643,2011-01-11,2011-08-03,332,4,204,3344.64,51.0,128
12644,2011-08-02,2011-08-02,129,0,0,477.9100000000001,0.0,129
12645,2011-01-27,2011-11-06,316,3,283,1775.1800000000007,94.0,33
12646,2011-10-21,2011-12-05,49,1,45,1346.9700000000003,45.0,4
12647,2010-12-05,2011-11-17,369,10,347,3722.820000000001,35.0,22
12648,2011-07-08,2011-07-08,154,0,0,318.05,0.0,154
12649,2011-05-11,2011-08-24,212,1,105,623.5099999999999,105.0,107
12650,2011-12-06,2011-12-06,3,0,0,314.43999999999994,0.0,3
12651,2011-01-09,2011-01-09,334,0,0,114.0,0.0,334
12652,2011-01-12,2011-01-12,331,0,0,919.9799999999998,0.0,331
12653,2011-02-16,2011-07-14,296,1,148,2209.8500000000004,148.0,148
12654,2011-02-17,2011-11-29,295,3,285,601.98,95.0,10
12656,2011-04-20,2011-11-22,233,4,216,4051.1700000000023,54.0,17
12657,2011-09-22,2011-11-28,78,2,67,1643.1800000000003,34.0,11
12658,2011-11-21,2011-11-21,18,0,0,686.0500000000001,0.0,18
12659,2011-11-10,2011-11-10,29,0,0,91.67999999999999,0.0,29
12660,2011-11-28,2011-11-28,11,0,0,245.10000000000005,0.0,11
12662,2010-12-01,2011-12-09,373,9,373,3849.7799999999984,41.0,0
12664,2011-01-21,2011-12-01,322,8,314,4881.879999999999,39.0,8
12665,2011-01-19,2011-01-19,324,0,0,63.0,0.0,324
12667,2011-10-12,2011-10-12,58,0,0,620.13,0.0,58
12668,2010-12-19,2011-11-28,355,3,344,3807.150000000002,115.0,11
12669,2011-03-28,2011-07-12,256,2,106,2744.0300000000007,53.0,150
12670,2011-04-21,2011-11-29,232,4,222,2996.0500000000006,56.0,10
12672,2011-01-14,2011-01-14,329,0,0,225.9,0.0,329
12673,2011-01-17,2011-12-04,326,1,321,610.52,321.0,5
12674,2011-05-16,2011-11-01,207,3,169,1970.6000000000004,56.0,38
12676,2011-02-01,2011-11-15,311,5,287,1331.3900000000006,57.0,24
12678,2010-12-21,2011-10-28,353,8,311,17628.460000000003,39.0,42
12679,2011-03-01,2011-10-12,283,3,225,1113.0200000000002,75.0,58
12680,2011-08-18,2011-12-09,113,3,113,862.81,38.0,0
12681,2010-12-07,2011-11-25,367,19,353,13787.54,19.0,14
12682,2010-12-03,2011-12-06,371,26,368,12288.219999999998,14.0,3
12683,2010-12-09,2011-12-05,365,10,361,8476.569999999998,36.0,4
12684,2011-05-10,2011-12-02,213,6,206,2283.6299999999997,34.0,7
12685,2011-09-07,2011-11-11,93,5,65,2863.0800000000004,13.0,28
12686,2010-12-03,2010-12-03,371,0,0,89.14,0.0,371
12688,2011-08-18,2011-08-18,113,0,0,4873.810000000005,0.0,113
12689,2011-08-04,2011-11-14,127,1,102,1247.61,102.0,25
12690,2011-05-18,2011-05-18,205,0,0,389.01,0.0,205
12691,2010-12-17,2011-11-11,357,5,329,1035.8,66.0,28
12693,2011-01-24,2011-08-04,319,3,192,855.9099999999999,64.0,127
12694,2011-06-09,2011-09-30,183,1,113,869.6699999999998,113.0,70
12695,2011-05-13,2011-12-02,210,3,203,582.1,68.0,7
12697,2011-06-23,2011-11-11,169,2,141,957.5899999999999,70.0,28
12700,2011-05-08,2011-12-02,215,3,208,4939.990000000006,69.0,7
12701,2011-04-11,2011-09-21,242,1,163,797.71,163.0,79
12702,2011-11-20,2011-11-20,19,0,0,219.00000000000003,0.0,19
12703,2011-09-29,2011-09-29,71,0,0,283.55,0.0,71
12704,2011-06-23,2011-12-02,169,6,162,2340.84,27.0,7
12705,2010-12-17,2011-11-24,357,7,342,6868.290000000003,49.0,15
12707,2011-02-21,2011-02-21,291,0,0,603.42,0.0,291
12708,2010-12-06,2011-11-10,368,9,339,2712.9100000000008,38.0,29
12709,2010-12-08,2011-11-24,366,14,351,9736.519999999991,25.0,15
12710,2011-05-22,2011-09-04,201,2,105,1149.0200000000007,52.0,96
12712,2010-12-03,2011-11-11,371,12,343,4396.129999999999,29.0,28
12713,2011-12-09,2011-12-09,0,0,0,848.5499999999998,0.0,0
12714,2011-02-18,2011-11-30,294,4,285,4708.859999999994,71.0,9
12715,2011-08-25,2011-08-25,106,0,0,353.86,0.0,106
12716,2011-07-29,2011-12-06,133,1,130,1053.4899999999996,130.0,3
12717,2011-04-08,2011-07-11,245,1,94,1030.98,94.0,151
12718,2011-09-29,2011-09-29,71,0,0,238.25000000000006,0.0,71
12719,2011-10-05,2011-12-04,65,1,60,644.95,60.0,5
12720,2010-12-05,2011-12-07,369,20,367,5781.730000000001,18.0,2
12721,2010-12-20,2011-11-08,354,5,323,2656.130000000001,65.0,31
12722,2011-07-12,2011-09-15,150,3,65,997.6299999999999,22.0,85
12723,2011-10-05,2011-12-06,65,2,62,725.0699999999998,31.0,3
12724,2011-01-11,2011-12-04,332,3,327,1031.4099999999999,109.0,5
12725,2010-12-03,2010-12-03,371,0,0,427.79999999999995,0.0,371
12726,2010-12-17,2011-11-11,357,6,329,2609.1000000000004,55.0,28
12727,2011-01-23,2011-11-29,320,5,310,3980.7000000000003,62.0,10
12728,2011-01-11,2011-09-29,332,3,261,836.3299999999999,87.0,71
12729,2011-08-18,2011-08-18,113,0,0,453.0100000000001,0.0,113
12731,2010-12-10,2011-11-16,364,10,341,18895.910000000007,34.0,23
12732,2011-06-13,2011-06-13,179,0,0,236.2600000000001,0.0,179
12733,2011-04-19,2011-04-19,234,0,0,383.95000000000005,0.0,234
12734,2010-12-22,2010-12-22,352,0,0,110.39999999999999,0.0,352
12735,2011-01-06,2011-01-28,337,1,22,779.5699999999998,22.0,315
12736,2011-01-11,2011-01-11,332,0,0,234.00000000000003,0.0,332
12738,2010-12-02,2010-12-02,372,0,0,155.35,0.0,372
12739,2011-09-01,2011-09-22,99,1,21,1013.0399999999997,21.0,78
12740,2011-10-07,2011-10-07,63,0,0,427.59999999999997,0.0,63
12743,2011-07-28,2011-07-28,134,0,0,546.4299999999997,0.0,134
12744,2011-01-25,2011-10-19,318,5,267,21279.289999999994,53.0,51
12747,2010-12-05,2011-12-07,369,10,367,4196.010000000001,37.0,2
12748,2010-12-01,2011-12-09,373,112,373,33719.730000000316,3.0,0
12749,2011-05-10,2011-12-06,213,3,210,4090.880000000001,70.0,3
12750,2011-08-03,2011-08-03,128,0,0,275.88,0.0,128
12752,2011-09-19,2011-09-19,81,0,0,4366.779999999999,0.0,81
12753,2010-12-12,2011-11-17,362,5,340,21429.39,68.0,22
12754,2011-02-04,2011-04-18,308,2,73,3010.7400000000007,36.0,235
12755,2010-12-09,2011-03-04,365,1,85,3811.95,85.0,280
12756,2011-09-14,2011-09-14,86,0,0,112.08000000000001,0.0,86
12757,2011-05-12,2011-11-24,211,8,196,7857.099999999999,24.0,15
12758,2011-03-08,2011-08-15,276,1,160,2791.590000000001,160.0,116
12759,2011-03-09,2011-10-18,275,2,223,1531.4400000000007,112.0,52
12762,2011-11-14,2011-12-02,25,1,18,1898.5200000000004,18.0,7
12763,2010-12-05,2011-07-24,369,1,231,494.08,231.0,138
12764,2011-01-27,2011-01-27,316,0,0,1693.8800000000006,0.0,316
12766,2010-12-08,2011-12-06,366,6,363,6989.629999999999,60.0,3
12769,2011-04-15,2011-04-15,238,0,0,1143.6000000000001,0.0,238
12770,2011-05-13,2011-05-13,210,0,0,1351.4499999999998,0.0,210
12772,2011-10-11,2011-10-11,59,0,0,892.4700000000004,0.0,59
12775,2011-02-01,2011-11-22,311,4,294,1386.0400000000004,74.0,17
12778,2011-01-31,2011-11-20,312,5,293,822.2300000000001,59.0,19
12779,2010-12-03,2011-11-02,371,7,334,3981.360000000003,48.0,37
12781,2011-02-28,2011-10-07,284,1,221,826.7400000000001,221.0,63
12782,2010-12-17,2011-12-05,357,4,353,2330.9200000000014,88.0,4
12783,2011-09-25,2011-12-07,75,4,73,2225.91,18.0,2
12784,2011-11-24,2011-11-30,15,1,6,574.42,6.0,9
12785,2010-12-10,2010-12-10,364,0,0,311.95000000000005,0.0,364
12787,2011-05-31,2011-11-30,192,2,183,463.66,92.0,9
12789,2011-10-05,2011-10-05,65,0,0,91.85000000000001,0.0,65
12790,2011-05-31,2011-05-31,192,0,0,324.9200000000001,0.0,192
12791,2010-12-01,2010-12-01,373,0,0,192.60000000000005,0.0,373
12792,2011-03-28,2011-03-28,256,0,0,400.54,0.0,256
12793,2010-12-03,2011-01-09,371,1,37,545.48,37.0,334
12794,2011-09-02,2011-10-17,98,1,45,860.4099999999999,45.0,53
12795,2011-11-21,2011-11-21,18,0,0,430.4800000000001,0.0,18
12797,2010-12-09,2010-12-09,365,0,0,254.03,0.0,365
12798,2011-06-22,2011-11-29,170,2,160,6977.039999999999,80.0,10
12802,2011-06-06,2011-06-06,186,0,0,427.58,0.0,186
12808,2010-12-06,2011-11-03,368,2,332,483.65000000000015,166.0,36
12809,2011-06-15,2011-06-15,177,0,0,489.31,0.0,177
12811,2011-02-28,2011-03-24,284,2,24,514.85,12.0,260
12812,2011-10-26,2011-10-26,44,0,0,229.64,0.0,44
12814,2011-08-30,2011-08-30,101,0,0,125.92,0.0,101
12815,2011-05-25,2011-07-15,198,1,51,1063.46,51.0,147
12816,2011-06-16,2011-09-05,176,1,81,572.2,81.0,95
12817,2011-03-03,2011-03-03,281,0,0,166.04000000000002,0.0,281
12818,2011-03-23,2011-03-23,261,0,0,1542.0800000000002,0.0,261
12820,2011-01-17,2011-12-06,326,3,323,942.3399999999999,108.0,3
12821,2011-05-09,2011-05-09,214,0,0,92.72,0.0,214
12822,2011-09-13,2011-09-30,87,1,17,948.8799999999999,17.0,70
12823,2011-02-16,2011-09-26,296,4,222,1759.5,56.0,74
12824,2011-10-11,2011-10-11,59,0,0,397.11999999999995,0.0,59
12826,2010-12-09,2011-12-07,365,6,363,1474.7199999999993,60.0,2
12827,2011-10-26,2011-12-04,44,2,39,430.15,20.0,5
12828,2011-08-01,2011-12-07,130,5,128,1018.7100000000003,26.0,2
12829,2010-12-14,2011-01-07,360,1,24,293.0,24.0,336
12830,2011-06-21,2011-11-02,171,4,134,6814.640000000001,34.0,37
12831,2011-03-22,2011-03-22,262,0,0,215.05,0.0,262
12832,2011-09-02,2011-11-07,98,1,66,383.03000000000003,66.0,32
12833,2011-07-17,2011-07-17,145,0,0,417.37999999999994,0.0,145
