CustomerID,sales,frequency,recency,flag,k_cluster
12971,10921.719999999996,83,4,high,2
13319,10845.55,26,6,high,2
17107,10815.43,6,34,high,2
13340,10736.480000000003,7,46,high,2
14769,10674.749999999998,8,3,high,2
17139,10668.470000000003,12,16,high,2
17865,10526.320000000003,20,31,high,2
15251,10484.990000000002,11,10,high,2
14062,10464.850000000002,12,10,high,2
15615,10399.740000000002,23,11,high,2
16779,10272.81,21,3,high,2
17581,10258.26,23,1,high,2
16180,10254.18,8,101,high,0
16843,10196.569999999998,16,43,high,2
17706,10026.66,14,5,high,2
13001,9818.82,13,5,high,2
17340,9682.02,10,30,high,2
13458,9646.57,14,8,high,2
15502,9455.530000000002,9,16,high,2
16523,9418.47,21,2,high,2
13199,9348.44,37,4,high,2
15078,9267.96,30,8,high,2
14367,9261.52,16,9,high,2
18092,9068.26,11,3,high,2
13969,9053.94,18,8,high,2
13090,8750.22,13,9,high,2
14667,8729.64,24,11,high,2
16033,8660.760000000002,19,6,high,2
17306,8631.31,19,11,high,2
16656,8625.8,15,23,high,2
18139,8438.340000000002,6,18,high,2
17243,8419.949999999999,25,2,high,2
15358,8347.199999999999,22,5,high,2
14527,8215.869999999997,54,3,high,2
14056,8214.65,23,2,high,2
16672,8134.940000000001,20,3,high,2
13854,8109.52,25,9,high,2
14952,8099.49,11,60,high,2
15290,7943.2199999999975,18,5,high,2
17811,7837.730000000001,39,5,high,2
13629,7792.3600000000015,11,24,high,2
18109,7775.52,25,2,high,2
16558,7769.090000000001,19,1,high,2
14733,7755.89,11,17,high,2
15044,7700.230000000002,17,20,high,2
13488,7586.39,12,18,high,2
14849,7574.7,22,22,high,2
18172,7561.680000000001,20,15,high,2
13263,7454.069999999999,35,2,high,2
12980,7374.9000000000015,9,158,high,0
14796,7351.279999999999,16,2,high,2
17017,7305.1399999999985,17,3,high,2
13018,7277.699999999999,28,17,high,2
16923,7247.61,19,13,high,2
16729,7239.92,21,39,high,2
15194,7210.37,14,4,high,2
16745,7194.299999999997,17,87,high,2
16873,7123.620000000001,6,5,high,2
13324,7121.95,10,37,high,2
13985,7060.130000000003,15,5,high,2
14961,7044.68,9,11,high,2
13093,7033.07,7,276,high,0
17396,6933.3,7,40,high,2
12989,6924.109999999999,15,4,high,2
13027,6912.0,6,114,high,0
16187,6911.440000000001,15,32,high,2
17416,6893.42,7,30,high,2
15465,6818.870000000001,17,20,high,2
12830,6814.6399999999985,6,38,high,2
16652,6773.97,7,59,high,0
16532,6748.8,3,18,high,0
16746,6697.660000000002,18,5,high,2
15249,6688.46,13,32,high,2
17338,6643.930000000001,8,18,high,2
18229,6623.700000000002,18,12,high,2
16182,6617.65,4,73,high,0
15144,6580.440000000001,17,9,high,2
16713,6508.700000000002,14,19,high,2
18223,6484.54,14,5,high,2
16353,6471.710000000001,22,4,high,2
13225,6463.84,7,4,high,2
13102,6424.09,24,2,high,2
13871,6403.250000000001,13,23,high,2
13576,6368.190000000001,17,11,high,2
13668,6363.59,21,3,high,2
15023,6342.159999999999,10,4,high,2
13709,6328.05,13,4,high,2
17315,6292.26,38,2,high,2
16126,6287.77,4,30,high,0
16814,6235.809999999998,20,15,high,2
14057,6217.960000000001,17,24,high,2
15694,6173.0,13,1,high,2
17509,6115.140000000001,8,58,high,0
15939,6115.01,15,90,high,2
15005,6094.0700000000015,27,16,high,2
14735,6065.69,32,4,high,2
13097,6010.42,10,33,high,2
15601,6008.18,13,12,high,2
13316,5977.73,4,38,high,0
14101,5976.789999999999,6,74,high,0
15382,5955.709999999999,6,15,high,2
14505,5905.640000000001,8,18,high,2
14415,5900.28,13,2,high,2
14944,5900.25,12,30,high,2
13209,5891.61,8,31,high,2
13534,5870.080000000001,25,3,high,2
18055,5783.710000000001,8,8,high,2
15218,5756.89,11,11,high,2
17686,5739.46,7,8,high,2
13178,5725.469999999998,11,27,high,2
16553,5719.8200000000015,12,164,high,0
14110,5683.149999999999,12,4,high,2
14049,5681.719999999998,4,17,high,2
17049,5659.980000000001,9,3,high,2
17716,5655.99,11,23,high,2
13004,5655.91,18,12,high,2
16767,5580.6,11,31,high,2
15805,5528.479999999999,17,24,high,2
14060,5519.579999999999,17,5,high,2
18225,5509.12,12,4,high,2
13050,5508.85,16,15,high,2
13418,5504.190000000001,16,12,high,2
16609,5493.459999999999,7,16,high,2
16985,5464.12,10,18,high,2
16265,5447.0,9,10,high,2
18198,5425.56,17,5,high,2
16161,5411.3600000000015,18,2,high,2
16701,5398.299999999998,13,9,high,2
17719,5396.040000000001,15,38,high,2
16303,5360.630000000001,3,26,high,0
15150,5314.47,10,18,high,2
17757,5312.840000000001,28,2,high,2
17730,5298.48,13,4,high,2
17061,5232.23,11,74,high,0
18226,5228.050000000001,11,45,high,2
15046,5213.77,15,10,high,2
16258,5203.51,5,46,high,0
12839,5188.81,13,3,high,2
14688,5185.8899999999985,20,8,high,2
16191,5180.52,13,3,high,2
15727,5178.96,7,17,high,2
18118,5177.959999999999,25,11,high,2
15903,5126.76,7,10,high,2
13468,5122.74,34,2,high,2
17602,5102.969999999998,6,3,high,2
14562,5074.769999999999,18,4,high,2
13139,5064.940000000001,7,17,high,2
15719,5045.609999999999,13,33,high,2
17426,5037.259999999998,6,9,high,2
14329,5014.84,7,18,high,2
14755,5010.280000000002,11,10,high,2
13269,4994.8,14,2,high,2
15547,4954.839999999998,14,8,high,2
15786,4932.2000000000035,3,47,high,0
14709,4921.04,13,16,high,2
17858,4904.41,11,6,high,2
17133,4892.240000000002,7,16,high,2
14292,4871.9299999999985,9,8,high,2
17652,4867.72,12,26,high,2
17365,4801.56,8,13,high,2
13599,4800.830000000001,19,2,high,2
15187,4777.18,16,2,high,2
12955,4757.16,11,2,high,2
15152,4745.690000000001,13,10,high,2
16700,4739.6100000000015,12,9,high,2
14159,4693.01,11,20,high,2
14191,4684.76,13,2,high,2
13756,4656.719999999998,13,3,high,2
14286,4628.75,3,24,high,0
15555,4606.74,15,13,high,2
13802,4599.42,3,139,high,0
14004,4582.64,7,44,high,0
17613,4559.15,14,23,high,2
14180,4546.770000000001,24,11,high,2
15738,4482.77,15,19,high,2
14426,4481.669999999999,10,24,high,2
16984,4481.3499999999985,2,89,high,0
17364,4481.18,11,1,high,2
16931,4452.169999999999,20,6,high,2
14534,4447.05,18,3,high,2
14390,4429.12,8,11,high,2
16626,4413.1,17,1,high,2
15874,4405.88,7,64,high,0
15298,4402.3,11,3,high,2
15301,4396.980000000001,11,51,high,2
17068,4385.99,20,13,high,2
16945,4345.5,19,22,high,2
14189,4342.84,14,3,high,2
15291,4339.5,14,26,high,2
14525,4332.200000000002,9,20,high,2
18251,4314.719999999998,1,88,high,0
17690,4309.75,12,31,high,2
15034,4308.61,8,16,high,2
17937,4301.22,7,9,high,2
14422,4263.640000000001,6,1,high,2
15804,4206.3899999999985,13,1,high,2
15971,4199.85,12,18,high,2
13267,4193.04,18,3,high,2
14146,4191.0,5,9,high,2
17975,4174.71,12,16,high,2
12949,4167.219999999998,8,31,high,2
17809,4160.41,9,17,high,2
16549,4154.64,10,11,high,2
13384,4151.93,7,31,high,2
13555,4149.28,4,74,high,0
13988,4147.96,6,20,high,2
14085,4140.49,17,3,high,2
15514,4139.459999999999,11,13,high,2
16592,4113.6799999999985,16,5,high,2
17940,4106.440000000001,10,50,high,2
13069,4103.62,22,1,high,2
16401,4098.32,12,2,high,2
16670,4095.900000000001,11,17,high,2
12749,4090.880000000001,5,4,high,2
14092,4076.91,14,8,high,2
18087,4055.719999999999,2,99,high,0
14401,4051.4800000000014,13,5,high,2
12867,4036.82,7,27,high,2
13941,4017.84,4,22,high,0
12957,4017.54,8,10,high,2
14547,4007.5399999999986,8,4,high,2
17769,3997.98,10,13,high,2
17001,3989.57,11,1,high,2
15416,3984.319999999999,4,65,high,0
17611,3984.219999999999,15,8,high,2
15093,3973.29,5,19,high,2
14299,3965.62,9,9,high,2
13183,3957.780000000001,9,8,high,2
17651,3945.0,10,12,high,2
16722,3931.29,11,18,high,2
17593,3927.339999999999,5,4,high,2
13999,3901.8100000000013,12,11,high,2
14135,3886.06,13,2,high,2
14291,3883.25,11,2,high,2
18073,3877.52,12,115,high,0
17377,3877.02,19,24,high,2
13124,3866.3300000000013,3,90,high,0
15195,3861.0,1,3,high,1
17419,3852.3,10,12,high,2
15955,3843.88,13,25,high,2
12747,3837.45,10,3,high,2
13266,3834.26,12,12,high,2
17567,3813.53,7,8,high,2
13435,3809.89,7,6,high,2
16145,3799.49,11,9,high,2
16655,3794.52,6,18,high,2
16019,3786.24,9,47,high,0
14800,3783.9,11,48,high,2
17173,3766.6,8,6,high,2
18041,3754.450000000001,19,12,high,2
14145,3742.2,4,47,high,0
13552,3740.070000000001,12,67,high,0
16570,3738.4,10,16,high,2
13680,3722.42,4,2,high,2
16240,3718.800000000001,2,25,high,0
14364,3717.35,8,109,high,0
15845,3711.77,8,18,high,2
15622,3709.5599999999986,9,44,high,0
13148,3707.12,12,30,high,2
15379,3703.2900000000013,7,170,high,0
15867,3699.74,14,6,high,2
15529,3699.57,10,23,high,2
16186,3699.260000000001,11,23,high,2
16253,3683.860000000001,2,67,high,0
15296,3672.86,6,51,high,0
18079,3651.970000000001,4,46,high,0
13137,3650.41,8,11,high,2
15570,3647.87,11,8,high,2
16712,3645.43,11,10,high,2
13426,3641.32,10,1,high,2
16440,3640.67,5,8,high,2
13381,3639.31,6,32,high,0
17230,3638.41,8,265,high,0
14543,3630.3300000000013,16,29,high,2
17528,3628.5,8,2,high,2
13327,3627.77,8,39,high,0
17576,3622.68,19,9,high,2
14040,3614.92,12,41,high,2
13082,3613.63,9,127,high,0
15505,3610.96,5,53,high,0
15113,3609.33,3,10,high,2
16242,3603.2099999999987,7,9,high,2
15484,3594.3099999999995,4,2,high,2
14132,3586.03,11,3,high,2
17203,3563.850000000001,6,36,high,0
16717,3551.130000000001,5,24,high,0
14503,3543.26,6,4,high,2
13334,3536.820000000001,3,83,high,0
17091,3534.3100000000004,8,3,high,2
17160,3518.030000000001,6,32,high,0
12841,3516.360000000001,23,5,high,2
13953,3515.6800000000007,7,8,high,2
16360,3512.53,6,5,high,2
16168,3511.8,26,11,high,2
16131,3506.54,6,52,high,0
16458,3482.74,18,3,high,2
17920,3468.19,15,5,high,2
13993,3466.36,9,43,high,0
13014,3466.28,10,11,high,2
17758,3456.700000000001,8,20,high,2
15410,3450.84,8,85,high,0
13536,3448.29,7,2,high,2
15129,3447.4,11,51,high,0
15974,3442.15,7,40,high,0
17725,3439.080000000001,11,17,high,2
15676,3435.7599999999993,3,19,high,0
14221,3432.8,9,43,high,0
16904,3415.5699999999993,14,5,high,2
15981,3408.48,8,25,high,2
13437,3408.0600000000004,7,15,high,2
15581,3407.63,12,121,high,0
17669,3406.72,7,43,high,0
13198,3401.24,6,11,high,2
13523,3397.9299999999994,4,34,high,0
15228,3386.71,4,67,high,0
17238,3374.5600000000004,15,3,high,2
14227,3350.96,10,27,high,2
16818,3349.570000000001,11,11,high,2
16607,3347.7100000000005,14,18,high,2
17183,3347.31,6,8,high,2
13015,3346.2799999999993,5,54,high,0
16556,3313.7899999999995,7,67,high,0
13373,3312.2500000000014,3,61,high,0
16327,3308.619999999999,5,15,high,2
14841,3295.76,6,54,high,0
14702,3292.14,17,2,high,2
15632,3285.3099999999995,8,16,high,2
13013,3282.600000000001,11,2,high,2
15764,3279.9699999999993,6,89,high,0
17723,3276.4,6,128,high,0
13952,3251.071,2,218,high,0
15443,3236.9099999999994,7,2,high,2
17491,3231.4700000000007,9,2,high,2
17050,3228.84,6,97,high,0
14175,3222.3,3,60,high,0
13268,3214.69,11,18,high,2
16107,3204.1600000000008,7,18,high,2
14395,3199.03,8,3,high,2
17220,3198.2500000000014,14,25,high,2
13868,3192.54,2,8,high,0
15544,3192.17,8,10,high,2
14844,3189.8100000000004,4,64,high,0
14739,3188.4,6,5,high,2
17672,3178.17,2,51,high,0
17231,3174.32,10,13,high,2
16837,3170.98,11,32,high,2
16041,3166.4,3,31,high,0
15861,3165.36,8,13,high,2
14282,3158.34,14,4,high,2
15065,3158.13,4,38,high,0
14235,3144.86,5,76,high,0
13742,3131.0199999999995,12,17,high,2
16011,3124.76,15,9,high,2
16156,3122.0400000000004,9,9,high,2
13880,3121.97,12,22,high,2
13685,3119.4400000000005,7,3,high,2
17819,3113.4,6,72,high,0
16326,3110.96,14,6,high,2
16678,3109.99,12,3,high,2
13869,3104.949999999999,4,124,high,0
14099,3104.17,11,17,high,2
15491,3100.09,6,96,high,0
14257,3099.7200000000007,5,65,high,0
14565,3099.12,4,96,high,0
13135,3096.0,1,197,high,0
13448,3095.41,4,17,high,0
13362,3090.740000000001,4,10,high,2
15998,3089.9700000000007,5,37,high,0
18272,3078.580000000001,6,3,high,2
13842,3075.05,8,59,high,0
12910,3075.0400000000004,8,24,high,2
13631,3070.42,11,100,high,0
16686,3062.8299999999986,7,48,high,0
14456,3062.4,9,6,high,2
17799,3055.9299999999994,10,23,high,2
16940,3049.8799999999987,3,53,high,0
16709,3029.8700000000013,5,85,high,0
18094,3017.3,7,82,high,0
15708,3013.5600000000004,6,41,high,0
12916,3006.15,4,139,high,0
15521,3000.200000000001,8,41,high,0
17504,2997.03,9,207,high,0
15687,2993.1,9,9,high,2
14639,2984.49,6,53,high,0
13451,2976.1500000000005,5,27,high,0
15854,2974.65,12,5,high,2
16497,2965.69,6,50,high,0
14868,2953.59,8,4,high,2
17084,2949.75,2,36,high,0
16316,2938.9100000000008,8,65,high,0
14530,2925.9099999999994,6,26,high,0
17512,2924.9899999999993,10,29,high,2
15606,2920.16,9,62,high,0
12906,2919.8099999999995,5,12,high,2
14112,2915.15,7,23,high,2
14388,2900.04,7,11,high,2
17644,2895.640000000001,11,2,high,2
13735,2885.24,4,25,high,0
16633,2883.1,6,18,high,2
14907,2883.030000000001,6,4,high,2
15673,2881.0200000000004,4,89,high,0
14251,2879.700000000001,5,2,high,2
17728,2876.010000000001,3,4,high,2
14005,2874.7200000000007,5,10,high,2
13047,2870.91,7,32,high,0
14711,2868.8,11,11,high,2
13901,2867.200000000001,5,73,high,0
14535,2864.1899999999987,3,61,high,0
18145,2861.55,4,13,high,2
16393,2861.4100000000008,12,3,high,2
16905,2848.03,6,6,high,2
14852,2836.69,6,59,high,0
14572,2832.84,7,4,high,2
14842,2824.6900000000005,4,44,high,0
16871,2812.34,6,23,high,0
14903,2810.63,5,22,high,0
18230,2810.2000000000007,7,10,high,2
13230,2806.97,14,5,high,2
16764,2799.2499999999995,13,4,high,2
15993,2797.5699999999983,7,9,high,2
17739,2791.350000000001,7,12,high,2
14626,2791.2699999999995,4,24,high,0
14121,2780.15,4,4,high,2
17863,2775.28,5,60,high,0
13870,2770.94,8,3,high,2
15114,2760.5599999999995,10,31,high,2
14854,2759.83,7,79,high,0
13971,2758.26,8,19,high,2
17659,2751.6600000000008,11,18,high,2
15321,2748.310000000001,3,71,high,0
14808,2741.169999999999,8,40,high,0
14125,2740.4300000000007,3,11,high,0
17685,2739.01,6,17,high,2
15696,2736.46,8,34,high,0
16938,2736.380000000002,4,9,high,2
16003,2735.370000000001,5,30,high,0
16928,2731.350000000001,16,81,high,0
12840,2726.77,4,144,high,0
18144,2723.7,11,8,high,2
15984,2714.9700000000007,9,3,high,2
15808,2713.5200000000004,3,307,high,0
15796,2711.56,8,2,high,2
13285,2709.1199999999994,4,24,high,0
13654,2707.3299999999995,6,44,high,0
14107,2703.23,7,52,high,0
14732,2702.49,8,9,high,2
18097,2697.8,6,8,high,2
17386,2686.42,6,8,high,2
17924,2683.5,6,12,high,2
13883,2674.4800000000005,5,11,high,2
15299,2672.0,4,68,high,0
14032,2671.73,10,3,high,2
14713,2666.36,11,10,high,2
15671,2657.13,7,19,high,2
13851,2651.4600000000005,3,96,high,0
16081,2649.3,4,57,high,0
16618,2647.5899999999992,5,32,high,0
18260,2643.2,6,173,high,0
13658,2639.17,5,10,high,2
13804,2635.79,7,31,high,0
13771,2634.45,4,65,high,0
13422,2626.300000000001,1,65,high,0
13644,2624.260000000001,4,17,high,0
18210,2621.38,6,2,high,2
16255,2619.91,8,17,high,2
14262,2618.23,8,9,high,2
13021,2616.38,9,5,high,2
15356,2616.28,9,32,high,2
15782,2614.74,3,10,high,0
16218,2613.38,6,30,high,0
14397,2612.96,19,3,high,2
12836,2612.86,4,60,high,0
18075,2611.75,10,24,high,2
13136,2607.61,5,57,high,0
14408,2606.53,7,11,high,2
17317,2600.34,3,47,high,0
13895,2593.07,4,29,high,0
14243,2588.7700000000004,10,9,high,2
15033,2586.6700000000005,10,5,high,2
17965,2585.22,13,38,high,2
13911,2580.9100000000008,9,58,high,0
14546,2578.09,5,6,high,2
16912,2575.38,11,29,high,2
18245,2567.06,7,8,high,2
16308,2560.0,4,38,high,0
15572,2552.86,7,5,high,2
14334,2552.21,8,17,high,2
15628,2551.06,8,5,high,2
14701,2549.37,9,11,high,2
14676,2548.24,6,32,high,0
13344,2543.7200000000007,3,68,high,0
14776,2538.2999999999993,11,52,high,0
17700,2534.64,4,17,high,0
13471,2531.58,4,2,high,2
17346,2529.9500000000007,14,4,high,2
14659,2529.9300000000007,9,9,high,2
17314,2527.92,8,25,high,2
13975,2526.28,6,32,high,0
17449,2520.86,7,3,high,2
13394,2520.0199999999995,8,2,high,2
15245,2515.84,3,135,high,0
15271,2507.07,15,8,high,2
13695,2504.13,15,32,high,2
15932,2495.87,8,5,high,2
14315,2481.13,6,45,high,0
13507,2479.16,4,4,high,2
13588,2478.95,9,16,high,2
17188,2474.23,7,12,high,2
13769,2474.21,9,3,high,2
13758,2471.7000000000007,5,12,high,2
14502,2470.669999999999,11,20,high,2
17213,2468.33,6,41,high,0
17164,2467.35,7,33,high,0
17131,2463.17,5,6,high,2
13784,2462.79,11,10,high,2
15674,2446.6,5,74,high,0
14163,2445.91,4,88,high,0
17596,2435.31,6,24,high,0
17069,2432.65,8,29,high,0
15527,2429.78,8,19,high,2
17071,2429.03,9,29,high,2
18077,2428.140000000001,10,9,high,2
13949,2427.32,6,3,high,2
15089,2420.840000000001,6,11,high,2
17589,2404.17,4,61,high,0
15980,2398.86,3,89,high,0
16919,2398.100000000001,10,157,high,0
18065,2392.83,14,6,high,2
13141,2388.75,5,85,high,0
15370,2386.05,7,41,high,0
17530,2384.9999999999995,10,2,high,2
14493,2383.24,5,8,high,2
14554,2381.04,4,11,high,2
14239,2380.850000000001,11,44,high,0
15270,2379.49,7,16,high,2
15752,2377.7300000000005,6,40,high,0
13722,2375.4100000000008,3,132,high,0
17434,2373.82,7,3,high,2
17059,2372.6800000000007,4,30,high,0
13908,2369.55,4,80,high,0
15755,2364.25,6,11,high,2
17634,2361.9700000000007,9,37,high,0
14440,2357.6800000000007,5,9,high,2
15140,2354.2500000000005,7,53,high,0
14309,2352.53,9,9,high,2
18257,2337.630000000001,8,40,high,0
15281,2332.15,9,59,high,0
16241,2330.2200000000007,12,10,high,2
15785,2328.97,5,33,high,0
17313,2328.84,1,32,high,0
17744,2322.4,6,4,high,2
14290,2314.65,5,12,high,2
15365,2314.32,7,26,high,0
13994,2313.14,6,4,high,2
13704,2308.0599999999995,9,6,high,2
15288,2306.52,5,44,high,0
16735,2300.5600000000004,5,79,high,0
15105,2298.93,7,19,high,2
13115,2294.78,4,12,high,0
15704,2293.62,4,141,high,0
14766,2292.9700000000007,5,9,high,2
13527,2287.51,7,34,high,0
17696,2285.71,8,39,high,0
16782,2279.9000000000005,13,11,high,2
13983,2274.07,11,30,high,2
13317,2273.68,6,67,high,0
17768,2273.1800000000007,3,9,high,0
16477,2268.8100000000004,6,64,high,0
13700,2265.120000000001,10,27,high,2
16057,2263.12,7,17,high,2
16209,2262.62,5,89,high,0
14432,2255.51,6,10,high,2
17442,2248.56,6,37,high,0
16771,2246.81,5,34,high,0
15665,2242.0100000000007,2,169,high,0
14211,2241.1,9,54,high,0
16743,2238.09,7,30,high,0
14560,2237.7700000000004,22,8,high,2
14700,2235.3,3,33,high,0
16076,2234.73,10,4,high,2
15834,2233.7499999999995,4,71,high,0
18242,2232.49,4,73,high,0
14226,2232.19,5,29,high,0
13365,2225.37,2,34,high,0
15722,2222.5600000000004,5,36,high,0
15811,2218.620000000001,6,23,high,0
14307,2212.61,5,89,high,0
13862,2209.36,8,19,high,2
15797,2207.4,4,114,high,0
15179,2206.9500000000007,5,19,high,0
17954,2204.0399999999995,10,6,high,2
15123,2199.3099999999995,2,8,high,0
15032,2188.5,1,257,high,3
16628,2188.05,5,30,high,0
15394,2183.54,4,10,high,2
14341,2182.28,8,46,high,0
12856,2179.93,6,8,high,2
12909,2178.67,5,40,high,0
17402,2173.88,11,5,high,2
13755,2161.349999999999,9,4,high,2
12935,2160.7,7,3,high,2
14407,2157.73,6,108,high,0
16379,2157.4,4,5,high,2
13224,2155.9500000000007,2,61,high,0
16966,2154.9700000000007,7,9,high,2
17272,2148.63,4,43,high,0
14828,2139.76,3,197,high,0
17400,2129.959999999999,5,127,high,0
13517,2128.42,3,60,high,0
14360,2128.23,4,32,high,0
16407,2126.93,10,13,high,2
14640,2125.08,6,25,high,0
15058,2124.99,11,26,high,2
15750,2124.96,6,3,high,2
13632,2121.27,5,25,high,0
18008,2116.19,9,71,high,0
14691,2114.33,5,31,high,0
13265,2107.66,5,54,high,0
16710,2107.57,9,20,high,2
18173,2106.84,4,87,high,0
18093,2106.52,4,94,high,0
14461,2103.06,3,149,high,0
14515,2102.09,6,18,high,0
17861,2100.8,8,4,high,2
15815,2100.6,5,64,high,0
16875,2095.53,5,68,high,0
18283,2094.88,16,4,high,2
14306,2093.32,2,52,high,0
17490,2092.32,7,1,high,2
13571,2092.32,12,13,high,2
13297,2089.850000000001,4,8,high,2
18044,2088.6,10,5,high,2
16954,2085.08,9,1,high,2
18231,2083.27,5,193,high,0
17682,2082.83,5,11,high,2
15235,2082.46,10,218,high,0
15373,2081.61,11,9,high,2
14209,2073.4300000000007,6,11,high,2
18241,2073.09,17,10,high,2
16143,2069.19,5,4,high,2
14482,2068.15,6,19,high,0
12913,2066.01,4,5,high,2
12948,2064.95,7,17,high,2
12928,2062.7,5,36,high,0
17838,2062.14,4,27,high,0
16281,2062.06,1,73,high,0
17667,2055.51,5,67,high,0
14188,2054.36,6,31,high,0
17086,2050.080000000001,6,8,high,2
17612,2048.45,6,54,high,0
14232,2048.07,5,43,high,0
17625,2047.0,4,19,high,0
17597,2044.3700000000006,1,214,high,3
17090,2043.95,7,5,high,2
17211,2043.92,7,27,high,0
13450,2043.72,6,27,high,0
14825,2042.8100000000006,11,4,high,2
13593,2037.08,5,109,high,0
18069,2036.6700000000005,5,27,high,0
17846,2033.1,1,86,high,0
13630,2031.78,7,6,high,2
16409,2028.88,5,37,high,0
17337,2027.8700000000006,4,152,high,0
16358,2027.5000000000007,4,2,high,2
14544,2024.4500000000005,2,25,high,0
15341,2020.52,1,81,high,0
15531,2007.4400000000005,2,9,high,0
15372,2007.4,1,138,high,3
14730,2005.06,8,2,high,2
14462,2004.02,11,67,high,0
17082,2003.85,2,34,high,0
15493,2001.8,5,33,high,0
18188,2001.04,3,16,high,0
16698,1998.0,2,227,high,0
17827,1995.46,5,6,high,2
18204,1993.7,3,72,high,0
17679,1992.1100000000006,2,53,high,0
17088,1991.01,4,29,high,0
13246,1987.3,6,19,high,0
13590,1981.92,6,12,high,2
13725,1980.56,8,50,high,0
17422,1979.37,6,17,high,0
16341,1971.8700000000006,4,25,high,0
17997,1970.67,8,75,high,0
17790,1965.5500000000006,14,27,high,2
17655,1962.84,6,11,high,2
18259,1962.3,2,25,high,0
14498,1957.32,5,43,high,0
12853,1957.1,6,135,high,0
17554,1952.45,5,2,high,2
14533,1949.7200000000007,7,25,high,0
14653,1947.55,7,2,high,2
15814,1945.3300000000006,4,17,high,0
15518,1942.45,8,65,high,0
14418,1937.25,3,4,high,2
14472,1936.84,8,104,high,0
15864,1936.32,6,23,high,0
15157,1936.07,3,4,high,2
14655,1932.23,4,9,high,2
14978,1931.4199999999994,5,73,high,0
16942,1920.59,9,13,high,2
17368,1912.67,8,24,high,0
14285,1910.01,4,22,high,0
16426,1908.25,10,3,high,2
14810,1907.4400000000005,10,41,high,0
15819,1905.45,4,50,high,0
14250,1904.0500000000006,3,8,high,0
17463,1896.41,5,17,high,0
14466,1892.65,6,30,high,0
15641,1887.2,4,106,high,0
14217,1886.68,16,2,high,2
16170,1885.0500000000006,6,51,high,0
13890,1883.81,10,2,high,2
16128,1880.22,5,18,high,0
17738,1879.05,4,20,high,0
15367,1877.59,4,58,high,0
13126,1876.2,6,5,high,2
17293,1875.11,9,9,high,2
16986,1873.2,2,30,high,0
13982,1871.81,4,40,high,0
16474,1871.5,7,8,high,2
17469,1870.9700000000007,5,17,high,0
16293,1870.24,9,22,high,2
16841,1869.82,6,37,high,0
14524,1867.68,9,32,high,0
13305,1864.66,9,5,high,2
16201,1863.47,4,4,high,2
14887,1862.0,1,80,high,0
18219,1859.58,9,3,high,2
14305,1858.96,3,72,high,0
12963,1856.6300000000006,8,9,high,2
16979,1852.0,6,4,high,2
13421,1851.08,2,41,high,0
18180,1843.75,6,5,high,2
12950,1843.0,3,3,high,2
17015,1842.56,3,29,high,0
16102,1842.14,3,43,high,0
14113,1840.42,4,4,high,2
14216,1839.3,4,4,high,2
13924,1838.85,6,2,high,2
14459,1837.92,1,156,high,3
