CustomerID,sales,frequency,recency,rfm_segment,rfm_level
14159,4693.01,11,20,334,Gold
14191,4684.76,13,2,434,Gold
13756,4656.719999999998,13,3,434,Gold
14286,4628.75,3,24,324,Silver
15555,4606.74,15,13,434,Gold
13802,4599.42,3,139,124,Silver
14004,4582.64,7,44,334,Gold
17613,4559.15,14,23,334,Gold
14180,4546.770000000001,24,11,434,Gold
15738,4482.77,15,19,334,Gold
14426,4481.669999999999,10,24,334,Gold
16984,4481.3499999999985,2,89,214,Silver
17364,4481.18,11,1,434,Gold
16931,4452.169999999999,20,6,434,Gold
14534,4447.05,18,3,434,Gold
14390,4429.12,8,11,434,Gold
16626,4413.1,17,1,434,Gold
15874,4405.88,7,64,234,Silver
15298,4402.3,11,3,434,Gold
15301,4396.980000000001,11,51,234,Silver
17068,4385.99,20,13,434,Gold
16945,4345.5,19,22,334,Gold
14189,4342.84,14,3,434,Gold
15291,4339.5,14,26,334,Gold
14525,4332.200000000002,9,20,334,Gold
18251,4314.719999999998,1,88,214,Silver
17690,4309.75,12,31,334,Gold
15034,4308.61,8,16,434,Gold
17937,4301.22,7,9,434,Gold
14422,4263.640000000001,6,1,434,Gold
15804,4206.3899999999985,13,1,434,Gold
15971,4199.85,12,18,434,Gold
13267,4193.04,18,3,434,Gold
14146,4191.0,5,9,424,Gold
17975,4174.71,12,16,434,Gold
12949,4167.219999999998,8,31,334,Gold
17809,4160.41,9,17,434,Gold
16549,4154.64,10,11,434,Gold
13384,4151.93,7,31,334,Gold
13555,4149.28,4,74,224,Silver
13988,4147.96,6,20,334,Gold
14085,4140.49,17,3,434,Gold
15514,4139.459999999999,11,13,434,Gold
16592,4113.6799999999985,16,5,434,Gold
17940,4106.440000000001,10,50,334,Gold
13069,4103.62,22,1,434,Gold
16401,4098.32,12,2,434,Gold
16670,4095.900000000001,11,17,434,Gold
12749,4090.880000000001,5,4,424,Gold
14092,4076.91,14,8,434,Gold
18087,4055.719999999999,2,99,214,Silver
14401,4051.4800000000014,13,5,434,Gold
12867,4036.82,7,27,334,Gold
13941,4017.84,4,22,324,Silver
12957,4017.54,8,10,434,Gold
14547,4007.5399999999986,8,4,434,Gold
17769,3997.98,10,13,434,Gold
17001,3989.57,11,1,434,Gold
15416,3984.319999999999,4,65,224,Silver
17611,3984.219999999999,15,8,434,Gold
15093,3973.29,5,19,324,Silver
14299,3965.62,9,9,434,Gold
13183,3957.780000000001,9,8,434,Gold
17651,3945.0,10,12,434,Gold
16722,3931.29,11,18,434,Gold
17593,3927.339999999999,5,4,424,Gold
13999,3901.8100000000013,12,11,434,Gold
14135,3886.06,13,2,434,Gold
14291,3883.25,11,2,434,Gold
18073,3877.52,12,115,234,Silver
17377,3877.02,19,24,334,Gold
13124,3866.3300000000013,3,90,224,Silver
15195,3861.0,1,3,414,Silver
17419,3852.3,10,12,434,Gold
15955,3843.88,13,25,334,Gold
12747,3837.45,10,3,434,Gold
13266,3834.26,12,12,434,Gold
17567,3813.53,7,8,434,Gold
13435,3809.89,7,6,434,Gold
16145,3799.49,11,9,434,Gold
16655,3794.52,6,18,434,Gold
16019,3786.24,9,47,334,Gold
14800,3783.9,11,48,334,Gold
17173,3766.6,8,6,434,Gold
18041,3754.450000000001,19,12,434,Gold
14145,3742.2,4,47,324,Silver
13552,3740.070000000001,12,67,234,Silver
16570,3738.4,10,16,434,Gold
13680,3722.42,4,2,424,Gold
16240,3718.800000000001,2,25,314,Silver
14364,3717.35,8,109,234,Silver
15845,3711.77,8,18,434,Gold
15622,3709.5599999999986,9,44,334,Gold
13148,3707.12,12,30,334,Gold
15379,3703.2900000000013,7,170,134,Silver
15867,3699.74,14,6,434,Gold
15529,3699.57,10,23,334,Gold
16186,3699.260000000001,11,23,334,Gold
16253,3683.860000000001,2,67,214,Silver
15296,3672.86,6,51,234,Silver
18079,3651.970000000001,4,46,324,Silver
13137,3650.41,8,11,434,Gold
15570,3647.87,11,8,434,Gold
16712,3645.43,11,10,434,Gold
13426,3641.32,10,1,434,Gold
16440,3640.67,5,8,424,Gold
13381,3639.31,6,32,334,Gold
17230,3638.41,8,265,134,Silver
14543,3630.3300000000013,16,29,334,Gold
17528,3628.5,8,2,434,Gold
13327,3627.77,8,39,334,Gold
17576,3622.68,19,9,434,Gold
14040,3614.92,12,41,334,Gold
13082,3613.63,9,127,234,Silver
15505,3610.96,5,53,224,Silver
15113,3609.33,3,10,424,Gold
16242,3603.2099999999987,7,9,434,Gold
15484,3594.3099999999995,4,2,424,Gold
14132,3586.03,11,3,434,Gold
17203,3563.850000000001,6,36,334,Gold
16717,3551.130000000001,5,24,324,Silver
14503,3543.26,6,4,434,Gold
13334,3536.820000000001,3,83,224,Silver
17091,3534.3100000000004,8,3,434,Gold
17160,3518.030000000001,6,32,334,Gold
12841,3516.360000000001,23,5,434,Gold
13953,3515.6800000000007,7,8,434,Gold
16360,3512.53,6,5,434,Gold
16168,3511.8,26,11,434,Gold
16131,3506.54,6,52,234,Silver
16458,3482.74,18,3,434,Gold
17920,3468.19,15,5,434,Gold
13993,3466.36,9,43,334,Gold
13014,3466.28,10,11,434,Gold
17758,3456.700000000001,8,20,334,Gold
15410,3450.84,8,85,234,Silver
13536,3448.29,7,2,434,Gold
15129,3447.4,11,51,234,Silver
15974,3442.15,7,40,334,Gold
17725,3439.080000000001,11,17,434,Gold
15676,3435.7599999999993,3,19,324,Silver
14221,3432.8,9,43,334,Gold
16904,3415.5699999999993,14,5,434,Gold
15981,3408.48,8,25,334,Gold
13437,3408.0600000000004,7,15,434,Gold
15581,3407.63,12,121,234,Silver
17669,3406.72,7,43,334,Gold
13198,3401.24,6,11,434,Gold
13523,3397.9299999999994,4,34,324,Silver
15228,3386.71,4,67,224,Silver
17238,3374.5600000000004,15,3,434,Gold
14227,3350.96,10,27,334,Gold
16818,3349.570000000001,11,11,434,Gold
16607,3347.7100000000005,14,18,434,Gold
17183,3347.31,6,8,434,Gold
13015,3346.2799999999993,5,54,224,Silver
16556,3313.7899999999995,7,67,234,Silver
13373,3312.2500000000014,3,61,224,Silver
16327,3308.619999999999,5,15,424,Gold
14841,3295.76,6,54,234,Silver
14702,3292.14,17,2,434,Gold
15632,3285.3099999999995,8,16,434,Gold
13013,3282.600000000001,11,2,434,Gold
15764,3279.9699999999993,6,89,234,Silver
17723,3276.4,6,128,234,Silver
13952,3251.071,2,218,114,Bronze
15443,3236.9099999999994,7,2,434,Gold
17491,3231.4700000000007,9,2,434,Gold
17050,3228.84,6,97,234,Silver
14175,3222.3,3,60,224,Silver
13268,3214.69,11,18,434,Gold
16107,3204.1600000000008,7,18,434,Gold
14395,3199.03,8,3,434,Gold
17220,3198.2500000000014,14,25,334,Gold
13868,3192.54,2,8,414,Silver
15544,3192.17,8,10,434,Gold
14844,3189.8100000000004,4,64,224,Silver
14739,3188.4,6,5,434,Gold
17672,3178.17,2,51,214,Silver
17231,3174.32,10,13,434,Gold
16837,3170.98,11,32,334,Gold
16041,3166.4,3,31,324,Silver
15861,3165.36,8,13,434,Gold
14282,3158.34,14,4,434,Gold
15065,3158.13,4,38,324,Silver
14235,3144.86,5,76,224,Silver
13742,3131.0199999999995,12,17,434,Gold
16011,3124.76,15,9,434,Gold
16156,3122.0400000000004,9,9,434,Gold
13880,3121.97,12,22,334,Gold
13685,3119.4400000000005,7,3,434,Gold
17819,3113.4,6,72,234,Silver
16326,3110.96,14,6,434,Gold
16678,3109.99,12,3,434,Gold
13869,3104.949999999999,4,124,224,Silver
14099,3104.17,11,17,434,Gold
15491,3100.09,6,96,234,Silver
14257,3099.7200000000007,5,65,224,Silver
14565,3099.12,4,96,224,Silver
13135,3096.0,1,197,114,Bronze
13448,3095.41,4,17,424,Gold
13362,3090.740000000001,4,10,424,Gold
15998,3089.9700000000007,5,37,324,Silver
18272,3078.580000000001,6,3,434,Gold
13842,3075.05,8,59,234,Silver
12910,3075.0400000000004,8,24,334,Gold
13631,3070.42,11,100,234,Silver
16686,3062.8299999999986,7,48,334,Gold
14456,3062.4,9,6,434,Gold
17799,3055.9299999999994,10,23,334,Gold
16940,3049.8799999999987,3,53,224,Silver
16709,3029.8700000000013,5,85,224,Silver
18094,3017.3,7,82,234,Silver
15708,3013.5600000000004,6,41,334,Gold
12916,3006.15,4,139,124,Silver
15521,3000.200000000001,8,41,334,Gold
17504,2997.03,9,207,134,Silver
15687,2993.1,9,9,434,Gold
14639,2984.49,6,53,234,Silver
13451,2976.1500000000005,5,27,324,Silver
15854,2974.65,12,5,434,Gold
16497,2965.69,6,50,334,Gold
14868,2953.59,8,4,434,Gold
17084,2949.75,2,36,314,Silver
16316,2938.9100000000008,8,65,234,Silver
14530,2925.9099999999994,6,26,334,Gold
17512,2924.9899999999993,10,29,334,Gold
15606,2920.16,9,62,234,Silver
12906,2919.8099999999995,5,12,424,Gold
14112,2915.15,7,23,334,Gold
14388,2900.04,7,11,434,Gold
17644,2895.640000000001,11,2,434,Gold
13735,2885.24,4,25,324,Silver
16633,2883.1,6,18,434,Gold
14907,2883.030000000001,6,4,434,Gold
15673,2881.0200000000004,4,89,224,Silver
14251,2879.700000000001,5,2,424,Gold
17728,2876.010000000001,3,4,424,Gold
14005,2874.7200000000007,5,10,424,Gold
13047,2870.91,7,32,334,Gold
14711,2868.8,11,11,434,Gold
13901,2867.200000000001,5,73,224,Silver
14535,2864.1899999999987,3,61,224,Silver
18145,2861.55,4,13,424,Gold
16393,2861.4100000000008,12,3,434,Gold
16905,2848.03,6,6,434,Gold
14852,2836.69,6,59,234,Silver
14572,2832.84,7,4,434,Gold
14842,2824.6900000000005,4,44,324,Silver
16871,2812.34,6,23,334,Gold
14903,2810.63,5,22,324,Silver
18230,2810.2000000000007,7,10,434,Gold
13230,2806.97,14,5,434,Gold
16764,2799.2499999999995,13,4,434,Gold
15993,2797.5699999999983,7,9,434,Gold
17739,2791.350000000001,7,12,434,Gold
14626,2791.2699999999995,4,24,324,Silver
14121,2780.15,4,4,424,Gold
17863,2775.28,5,60,224,Silver
13870,2770.94,8,3,434,Gold
15114,2760.5599999999995,10,31,334,Gold
14854,2759.83,7,79,234,Silver
13971,2758.26,8,19,334,Gold
17659,2751.6600000000008,11,18,434,Gold
15321,2748.310000000001,3,71,224,Silver
14808,2741.169999999999,8,40,334,Gold
14125,2740.4300000000007,3,11,424,Gold
17685,2739.01,6,17,434,Gold
15696,2736.46,8,34,334,Gold
16938,2736.380000000002,4,9,424,Gold
16003,2735.370000000001,5,30,324,Silver
16928,2731.350000000001,16,81,234,Silver
12840,2726.77,4,144,124,Silver
18144,2723.7,11,8,434,Gold
15984,2714.9700000000007,9,3,434,Gold
15808,2713.5200000000004,3,307,124,Silver
15796,2711.56,8,2,434,Gold
13285,2709.1199999999994,4,24,324,Silver
13654,2707.3299999999995,6,44,334,Gold
14107,2703.23,7,52,234,Silver
14732,2702.49,8,9,434,Gold
18097,2697.8,6,8,434,Gold
17386,2686.42,6,8,434,Gold
17924,2683.5,6,12,434,Gold
13883,2674.4800000000005,5,11,424,Gold
15299,2672.0,4,68,224,Silver
14032,2671.73,10,3,434,Gold
14713,2666.36,11,10,434,Gold
15671,2657.13,7,19,334,Gold
13851,2651.4600000000005,3,96,224,Silver
16081,2649.3,4,57,224,Silver
16618,2647.5899999999992,5,32,324,Silver
18260,2643.2,6,173,134,Silver
13658,2639.17,5,10,424,Gold
13804,2635.79,7,31,334,Gold
13771,2634.45,4,65,224,Silver
13422,2626.300000000001,1,65,214,Silver
13644,2624.260000000001,4,17,424,Gold
18210,2621.38,6,2,434,Gold
16255,2619.91,8,17,434,Gold
14262,2618.23,8,9,434,Gold
13021,2616.38,9,5,434,Gold
15356,2616.28,9,32,334,Gold
15782,2614.74,3,10,424,Gold
16218,2613.38,6,30,334,Gold
14397,2612.96,19,3,434,Gold
12836,2612.86,4,60,224,Silver
18075,2611.75,10,24,334,Gold
13136,2607.61,5,57,224,Silver
14408,2606.53,7,11,434,Gold
17317,2600.34,3,47,324,Silver
13895,2593.07,4,29,324,Silver
14243,2588.7700000000004,10,9,434,Gold
15033,2586.6700000000005,10,5,434,Gold
17965,2585.22,13,38,334,Gold
13911,2580.9100000000008,9,58,234,Silver
14546,2578.09,5,6,424,Gold
16912,2575.38,11,29,334,Gold
18245,2567.06,7,8,434,Gold
16308,2560.0,4,38,324,Silver
15572,2552.86,7,5,434,Gold
14334,2552.21,8,17,434,Gold
15628,2551.06,8,5,434,Gold
14701,2549.37,9,11,434,Gold
14676,2548.24,6,32,334,Gold
13344,2543.7200000000007,3,68,224,Silver
14776,2538.2999999999993,11,52,234,Silver
17700,2534.64,4,17,424,Gold
13471,2531.58,4,2,424,Gold
17346,2529.9500000000007,14,4,434,Gold
14659,2529.9300000000007,9,9,434,Gold
17314,2527.92,8,25,334,Gold
13975,2526.28,6,32,334,Gold
17449,2520.86,7,3,434,Gold
13394,2520.0199999999995,8,2,434,Gold
15245,2515.84,3,135,224,Silver
15271,2507.07,15,8,434,Gold
13695,2504.13,15,32,334,Gold
15932,2495.87,8,5,434,Gold
14315,2481.13,6,45,334,Gold
13507,2479.16,4,4,424,Gold
13588,2478.95,9,16,434,Gold
17188,2474.23,7,12,434,Gold
13769,2474.21,9,3,434,Gold
13758,2471.7000000000007,5,12,424,Gold
14502,2470.669999999999,11,20,334,Gold
17213,2468.33,6,41,334,Gold
17164,2467.35,7,33,334,Gold
17131,2463.17,5,6,424,Gold
13784,2462.79,11,10,434,Gold
15674,2446.6,5,74,224,Silver
14163,2445.91,4,88,224,Silver
17596,2435.31,6,24,334,Gold
17069,2432.65,8,29,334,Gold
15527,2429.78,8,19,334,Gold
17071,2429.03,9,29,334,Gold
18077,2428.140000000001,10,9,434,Gold
13949,2427.32,6,3,434,Gold
15089,2420.840000000001,6,11,434,Gold
17589,2404.17,4,61,224,Silver
15980,2398.86,3,89,224,Silver
16919,2398.100000000001,10,157,134,Silver
18065,2392.83,14,6,434,Gold
13141,2388.75,5,85,224,Silver
15370,2386.05,7,41,334,Gold
17530,2384.9999999999995,10,2,434,Gold
14493,2383.24,5,8,424,Gold
14554,2381.04,4,11,424,Gold
14239,2380.850000000001,11,44,334,Gold
15270,2379.49,7,16,434,Gold
15752,2377.7300000000005,6,40,334,Gold
13722,2375.4100000000008,3,132,224,Silver
17434,2373.82,7,3,434,Gold
17059,2372.6800000000007,4,30,324,Silver
13908,2369.55,4,80,224,Silver
15755,2364.25,6,11,434,Gold
17634,2361.9700000000007,9,37,334,Gold
14440,2357.6800000000007,5,9,424,Gold
15140,2354.2500000000005,7,53,234,Silver
14309,2352.53,9,9,434,Gold
18257,2337.630000000001,8,40,334,Gold
15281,2332.15,9,59,234,Silver
16241,2330.2200000000007,12,10,434,Gold
15785,2328.97,5,33,324,Silver
17313,2328.84,1,32,314,Silver
17744,2322.4,6,4,434,Gold
14290,2314.65,5,12,424,Gold
15365,2314.32,7,26,334,Gold
13994,2313.14,6,4,434,Gold
13704,2308.0599999999995,9,6,434,Gold
15288,2306.52,5,44,324,Silver
16735,2300.5600000000004,5,79,224,Silver
15105,2298.93,7,19,334,Gold
13115,2294.78,4,12,424,Gold
15704,2293.62,4,141,124,Silver
14766,2292.9700000000007,5,9,424,Gold
13527,2287.51,7,34,334,Gold
17696,2285.71,8,39,334,Gold
16782,2279.9000000000005,13,11,434,Gold
13983,2274.07,11,30,334,Gold
13317,2273.68,6,67,234,Silver
17768,2273.1800000000007,3,9,424,Gold
16477,2268.8100000000004,6,64,234,Silver
13700,2265.120000000001,10,27,334,Gold
16057,2263.12,7,17,434,Gold
16209,2262.62,5,89,224,Silver
14432,2255.51,6,10,434,Gold
17442,2248.56,6,37,334,Gold
16771,2246.81,5,34,324,Silver
15665,2242.0100000000007,2,169,114,Bronze
14211,2241.1,9,54,234,Silver
16743,2238.09,7,30,334,Gold
14560,2237.7700000000004,22,8,434,Gold
14700,2235.3,3,33,324,Silver
16076,2234.73,10,4,434,Gold
15834,2233.7499999999995,4,71,224,Silver
18242,2232.49,4,73,224,Silver
14226,2232.19,5,29,324,Silver
13365,2225.37,2,34,314,Silver
15722,2222.5600000000004,5,36,324,Silver
15811,2218.620000000001,6,23,334,Gold
14307,2212.61,5,89,224,Silver
13862,2209.36,8,19,334,Gold
15797,2207.4,4,114,224,Silver
15179,2206.9500000000007,5,19,324,Silver
17954,2204.0399999999995,10,6,434,Gold
15123,2199.3099999999995,2,8,414,Silver
15032,2188.5,1,257,114,Bronze
16628,2188.05,5,30,324,Silver
15394,2183.54,4,10,424,Gold
14341,2182.28,8,46,334,Gold
12856,2179.93,6,8,434,Gold
12909,2178.67,5,40,324,Silver
17402,2173.88,11,5,434,Gold
13755,2161.349999999999,9,4,434,Gold
12935,2160.7,7,3,434,Gold
14407,2157.73,6,108,234,Silver
16379,2157.4,4,5,424,Gold
13224,2155.9500000000007,2,61,214,Silver
16966,2154.9700000000007,7,9,434,Gold
17272,2148.63,4,43,324,Silver
14828,2139.76,3,197,124,Silver
17400,2129.959999999999,5,127,224,Silver
13517,2128.42,3,60,224,Silver
14360,2128.23,4,32,324,Silver
16407,2126.93,10,13,434,Gold
14640,2125.08,6,25,334,Gold
15058,2124.99,11,26,334,Gold
15750,2124.96,6,3,434,Gold
13632,2121.27,5,25,324,Silver
18008,2116.19,9,71,234,Silver
14691,2114.33,5,31,324,Silver
13265,2107.66,5,54,224,Silver
16710,2107.57,9,20,334,Gold
18173,2106.84,4,87,224,Silver
18093,2106.52,4,94,224,Silver
14461,2103.06,3,149,124,Silver
14515,2102.09,6,18,434,Gold
17861,2100.8,8,4,434,Gold
15815,2100.6,5,64,224,Silver
16875,2095.53,5,68,224,Silver
18283,2094.88,16,4,434,Gold
14306,2093.32,2,52,214,Silver
17490,2092.32,7,1,434,Gold
13571,2092.32,12,13,434,Gold
13297,2089.850000000001,4,8,424,Gold
18044,2088.6,10,5,434,Gold
16954,2085.08,9,1,434,Gold
18231,2083.27,5,193,124,Silver
17682,2082.83,5,11,424,Gold
15235,2082.46,10,218,134,Silver
15373,2081.61,11,9,434,Gold
14209,2073.4300000000007,6,11,434,Gold
18241,2073.09,17,10,434,Gold
16143,2069.19,5,4,424,Gold
14482,2068.15,6,19,334,Gold
12913,2066.01,4,5,424,Gold
12948,2064.95,7,17,434,Gold
12928,2062.7,5,36,324,Silver
17838,2062.14,4,27,324,Silver
16281,2062.06,1,73,214,Silver
17667,2055.51,5,67,224,Silver
14188,2054.36,6,31,334,Gold
17086,2050.080000000001,6,8,434,Gold
17612,2048.45,6,54,234,Silver
14232,2048.07,5,43,324,Silver
17625,2047.0,4,19,324,Silver
17597,2044.3700000000006,1,214,114,Bronze
17090,2043.95,7,5,434,Gold
